"","label","student_first","student_last","address_1","address_2","city","state","zip","student_id","home_lang"
"1516","Morgan Scott","Trevon","Scott","9339 Oakland Ave","","Minneapolis","MN","55407",30387,"English"
"1517","Elijah Copeland","Paul","Copeland","1070 Mckinley St Ne","","Minneapolis","MN","55418",30446,"English"
"1518","Parent/Guardian of Miguel Forrey","Miguel","Forrey","6895 Morgan Ave N","","Minneapolis","MN","55412",30469,"English"
"1519","Deanna & Austin Saucier","Brittany","Saucier","1616 Thomas Ave North","","Minneapolis","MN","55412",30485,"Spanish"
"1520","Parent/Guardian of Alicia McKinney","Alicia","McKinney","8599 Upton Ave S","","Minneapolis","MN","55410",30506,"English"
"1521","Parent/Guardian of Jace Ortiz","Jace","Ortiz","9068 Hennepin Ave","220","Minneapolis","MN","55403",30531,"English"
"1522","Parent/Guardian of Zebulon Rivale","Zebulon","Rivale","2894 32nd Ave S","","Minneapolis","MN","55406",30549,"English"
"1523","Timothy Duke","Tresmon","Duke","9591 14th Ave S","","Minneapolis","MN","55417",30550,"English"
"1524","Candice Guerrero","Anna","Guerrero","4671 James Ave N","","Minneapolis","MN","55412",30552,"English"
"1525","Parent/Guardian of Joshua Osborn","Joshua","Osborn","4428 24th Ave Ne","323","Minneapolis","MN","55418",30576,"Spanish"
"1526","Aaron Garcia","Jamar","Garcia","2644 James Ave N","","Minneapolis","MN","55411",30588,"English"
"1527","Chancee Stroheker","Nathaniel","Stroheker","7181 4th St S","F422","Minneapolis","MN","55454",30670,"Spanish"
"1528","Parent/Guardian of Brian Moore","Brian","Moore","3540 Hennepin Ave","D410","Minneapolis","MN","55403",30712,"English"
"1529","Shannon & Darius Dunn","Broderick","Dunn","7240 94th St","118","Bloomington","MN","55431",30715,"Spanish"
"1530","Parent/Guardian of Lucas Ostorga","Lucas","Ostorga","3218 Newton Ave N","","Minneapolis","MN","55412",30733,"English"
"1531","John Mullett","Breanna","Mullett","3448 Arthur St Northeast","","Minneapolis","MN","55418",30753,"English"
"1532","Parent/Guardian of Kallie Franko","Kallie","Franko","6654 Washburn S Ave","","Minneapolis","MN","55410",30776,"English"
"1533","Parent/Guardian of Leonel Solano","Leonel","Solano","3697 Bloomington Ave","","Richfield","MN","55423",30836,"English"
"1534","Cathy Bonesio","Jared","Bonesio","4634 10th Ave S","","Minneapolis","MN","55407",30838,"English"
"1535","Parent/Guardian of Nischay Khanthavong","Nischay","Khanthavong","1856 18th Ave N","","Minneapolis","MN","55411",30895,"English"
"1536","Dennis & Raynah Martinez","Fernando","Martinez","1992 E 132nd St","","Burnsville","MN","55337",30903,"Spanish"
"1537","Marisa Folkerts","Lauren","Folkerts","4489 Queen Ave N","","Minneapolis","MN","55411",30925,"Hmong"
"1538","Parent/Guardian of Ashley O'dorisio","Ashley","O'dorisio","6728 Emerson Ave N","","Minneapolis","MN","55430",30946,"English"
"1539","Parent/Guardian of Tiffany Correnti","Tiffany","Correnti","773 Oakland Ave S","","Minneapolis","MN","55417",30954,"Spanish"
"1540","Parent/Guardian of Zoua Grimm","Zoua","Grimm","4352 49th St W","","Minneapolis","MN","55419",30981,"Hmong"
"1541","Rachel Cellars","James","Cellars","5771 3rd Ave S","1","Minneapolis","MN","55408",31037,"English"
"1542","Adelyn Morquecho","Jacob","Morquecho","4884 11th Ave S","","Minneapolis","MN","55407",31062,"Somali"
"1543","Mary Ha","Taegi","Ha","2694 Morrill Ln","","Minneapolis","MN","55406",31069,"Spanish"
"1544","Alysa & Destiny Rodriguez","Jose","Rodriguez","4979 38th Ave S","","Minneapolis","MN","55406",31129,"English"
"1545","Parent/Guardian of Amanda Moreno","Amanda","Moreno","4767 Wentworth Court E","","Minneapolis","MN","55419",31157,"Spanish"
"1546","Parent/Guardian of Daniel Lee","Daniel","Lee","1819 Diamond Lake Ln","","Minneapolis","MN","55419",31167,"English"
"1547","Parent/Guardian of Eleanore Hellen","Eleanore","Hellen","9284 3rd","","Minneapolis","",NA,31181,"Hmong"
"1548","Joey Phan","Westin","Phan","8439 23rd Ave N","","Minneapolis","MN","55411",31207,"English"
"1549","Alliyah Garcia","Alison","Garcia","5216 98th St","","Minneapolis","MN","55431",31209,"English"
"1550","Max Enscore","Heather","Enscore","5568 Nicollet Ave","B1","Minneapolis","MN","55408",31219,"English"
"1551","Bryce Mancilla","Joei","Mancilla","8604 Fremont Ave S","","Minneapolis","MN","55419",31224,"Spanish"
"1552","Parent/Guardian of Lorenzo Stovall","Lorenzo","Stovall","57 16th Ave S","","Minneapolis","MN","55407",31229,"Hmong"
"1553","Isaac & Rachel Hong","Mitchee","Hong","7573 3rd Ave South","","Minneapolis","MN","55404",31266,"Spanish"
"1554","Parent/Guardian of Mikayla Roy","Mikayla","Roy","5868 23rd Ave S","","Minneapolis","MN","55407",31281,"English"
"1555","Parent/Guardian of Cortland Abdalla-Lenox","Cortland","Abdalla-Lenox","2799 11th Ave S","","Minneapolis","MN","55407",31294,"English"
"1556","Rhya Williams","Mallory","Williams","782 Logan Ave N","","Minneapolis","MN","55412",31348,"English"
"1557","Parent/Guardian of Nicholas Russell","Nicholas","Russell","7201 Park Ave","","Minneapolis","MN","55417",31438,"Hmong"
"1558","Anna Estrada","Alexis","Estrada","8895 55th Ln N","","Robbinsdale","MN","55428",31444,"English"
"1559","Parent/Guardian of Karla Ornelas","Karla","Ornelas","346 Irving Ave N","","Minneapolis","MN","55411",31479,"Spanish"
"1560","Parent/Guardian of Chasyn Heuvelman","Chasyn","Heuvelman","3646 19th Ave S","","Minneapolis","MN","55407",31483,"English"
"1561","Sheldon Hammons","Adulis","Hammons","9219 Clinton Ave S","102","Minneapolis","MN","55404",31497,"English"
"1562","Devon Hamlin","Eric","Hamlin","3543 Bryant Ave S","","Minneapolis","MN","55419",31506,"English"
"1563","Stephine Cave","Andrew","Cave","7914 Minnehaha Pkwy E","","Minneapolis","MN","55419",31520,"English"
"1564","Parent/Guardian of Megan Ponce","Megan","Ponce","8799 Oliver Ave N","","Minneapolis","MN","55412",31524,"English"
"1565","Parent/Guardian of Justin Beresford","Justin","Beresford","6087 16th Ave S","","Minneapolis","MN","55404",31546,"English"
"1566","Parent/Guardian of Thomas Garcia","Thomas","Garcia","4193 4th Ave S","1","Minneapolis","MN","55409",31571,"English"
"1567","Jaelin Lowe","Erin","Lowe","9834 4th St N","1","Minneapolis","MN","55412",31602,"Spanish"
"1568","Megan Li","Shoshana","Li","9165 Stevens Ave","","Minneapolis","MN","55419",31621,"Spanish"
"1569","Timothy Lizaldi","Dominic","Lizaldi","1273 13th Ave S","","Minneapolis","MN","55417",31632,"English"
"1570","Parent/Guardian of Trang Sudaria","Trang","Sudaria","1782 59th St E","304","Minneapolis","MN","55419",31637,"English"
"1571","Parent/Guardian of Blake Powell","Blake","Powell","58 Cedar Lake Rd S","","Minneapolis","MN","55405",31664,"Spanish"
"1572","Antonio Moreno","Thomas","Moreno","8591 53rd St W","","Minneapolis","MN","55419",31675,"Somali"
"1573","Parent/Guardian of Emma Reed","Emma","Reed","2133 65th Ave N","","Brooklyn Park","MN","55429",31686,"English"
"1574","Tantai Ketema","Azrianna","Ketema","4524 28th Ave Ne","1","Minneapolis","MN","55418",31702,"Spanish"
"1575","Olivia Asay","Alexzander","Asay","8859 Cleveland St Ne","","Minneapolis","MN","55418",31709,"Spanish"
"1576","Parent/Guardian of Miriam Cordova","Miriam","Cordova","1277 Oliver Ave N","","Minneapolis","MN","55411",31756,"English"
"1577","Travis Flood","Michaela","Flood","5025 31st St West","","Minneapolis","MN","55408",31768,"English"
"1578","Quinten & Levi O'connor","Benjamin","O'connor","1825 Upton Ave N","","Minneapolis","MN","55411",31770,"English"
"1579","Parent/Guardian of Elexas Austin","Elexas","Austin","9582 14th Ave S","","Minneapolis","MN","55407",31848,"English"
"1580","Parent/Guardian of Jeiel Joy","Jeiel","Joy","8474 34th Ave South","","Minneapolis","MN","55406",31870,"Spanish"
"1581","Alexander Riddell","Ellie","Riddell","1113 38th St E","","Minneapolis","MN","55407",31871,"English"
"1582","Parent/Guardian of Kathleen Miotke","Kathleen","Miotke","2621 Garfield St Ne","","Minneapolis","MN","55418",31892,"Somali"
"1583","Julia Mock","Sami","Mock","5139 Oakland Ave S","","Minneapolis","MN","55407",31897,"English"
"1584","Parent/Guardian of Ruth Safford","Ruth","Safford","2793 Zenith Ave S","","Minneapolis","MN","55410",31915,"English"
"1585","Whittney Crosley","Meredith","Crosley","8100 Benjamin St Ne","","Minneapolis","MN","55418",31927,"Spanish"
"1586","Kira Meraz","Mayra","Meraz","9836 34th Ave S","","Minneapolis","MN","55406",31957,"English"
"1587","Parent/Guardian of Derian Henley","Derian","Henley","5500 Blaisdell Ave S","","Minneapolis","MN","55408",31973,"Spanish"
"1588","Jeremiah & Jordana Thin-Elk","Dakota","Thin-Elk","6876 Drew Ave S","","Minneapolis","MN","55410",32097,"English"
"1589","Jose Cardenas","Nathan","Cardenas","1366 40th Ave S","","Minneapolis","MN","55406",32142,"English"
"1590","Kayla Watts","Alonzo","Watts","4881 15th St E","30","Minneapolis","MN","55404",32157,"Somali"
"1591","Parent/Guardian of Devon Schoff","Devon","Schoff","3615 39th Ave S","","Minneapolis","MN","55406",32169,"Somali"
"1592","Luis Hill","Miki","Hill","8347 35th Ave S","","Minneapolis","MN","55406",32172,"Spanish"
"1593","Lauren Byrd","Habib","Byrd","8049 Lowry Avenue Ne","324","Minneapolis","MN","55418",32180,"English"
"1594","Mikaela & Jared Yu","Ryian","Yu","8342 Minnehaha Ave","309","Minneapolis","MN","55404",32202,"English"
"1595","Parent/Guardian of Xzyiniya Davis","Xzyiniya","Davis","4603 15th Ave S","","Minneapolis","MN","55417",32205,"English"
"1596","Parent/Guardian of Tiffany Claybourne","Tiffany","Claybourne","8657 St Marys Ave Se","","Minneapolis","MN","55414",32217,"English"
"1597","Paul Adame","Alexis","Adame","7723 Blaisdell Ave","","Minneapolis","MN","55409",32221,"English"
"1598","Parent/Guardian of Michael Murray","Michael","Murray","1283 Ogema Pl","213","Minneapolis","MN","55404",32238,"English"
"1599","Parent/Guardian of Katherine Le","Katherine","Le","6208 17th Ave South","","Minneapolis","MN","55407",32253,"English"
"1600","Parent/Guardian of K'rene Wilson","K'rene","Wilson","3434 Irving Ave N","","Minneapolis","MN","55405",32278,"English"
"1601","Pavani & Naaamorkor Crawford","Mckenna","Crawford","320 3rd St N","2","Minneapolis","MN","55411",32379,"English"
"1602","Justin Medina-Mendez","Stephen","Medina-Mendez","2868 5th Ave S","","Minneapolis","MN","55408",32441,"English"
"1603","Parent/Guardian of Debra Byers","Debra","Byers","579 Woodlawn Blvd","","Minneapolis","MN","55417",32452,"Spanish"
"1604","Austin Talbott","Bailey","Talbott","9950 4th Ave S","","Minneapolis","MN","55409",32499,"English"
"1605","Parent/Guardian of Michael Cole","Michael","Cole","300 25th Ave Southeast","","Minneapolis","MN","55414",32504,"English"
"1606","Parent/Guardian of Carla Sosa","Carla","Sosa","8731 10th Ave S","","Minneapolis","MN","55417",32559,"English"
"1607","Savannah Lasseigne","Joshua","Lasseigne","4636 Sheridan Ave S","","Minneapolis","MN","55410",32565,"Spanish"
"1608","Summer Daugherty","I K N Clinton","Daugherty","287 Standish Ave","","Minneapolis","MN","55407",32577,"Spanish"
"1609","Parent/Guardian of Charlotte Friskey","Charlotte","Friskey","8707 Oliver Ave N","","Minneapolis","MN","55412",32631,"English"
"1610","Noah Dorsett","Winona","Dorsett","368 58th St W","","Minneapolis","MN","55410",32653,"English"
"1611","Brandon & Breanna Belton","Robert","Belton","5936 37th Ave S","","Minneapolis","MN","55406",32683,"English"
"1612","Parent/Guardian of Andrea Laychaypha","Andrea","Laychaypha","852 Zenith Ave S","","Minneapolis","MN","55410",32686,"English"
"1613","Melissa & Damon Martin","Alyssa","Martin","6928 26th Ave Se","","Minneapolis","MN","55414",32692,"English"
"1614","Parent/Guardian of Elyssa Barham","Elyssa","Barham","9340 Dupont Ave S","","Minneapolis","MN","55419",32703,"Spanish"
"1615","Javonte Bond","Terrance","Bond","6751 1st Ave S","","Minneapolis","MN","55409",32714,"Spanish"
"1616","Parent/Guardian of Kory Case","Kory","Case","5729 50th St E","","Minneapolis","MN","55417",32760,"English"
"1617","Juan Kong","Steven","Kong","563 Benjamin St Ne","","Minneapolis","MN","55418",32768,"English"
"1618","Parent/Guardian of Jared Marquez","Jared","Marquez","8411 12th Ave S","","Minneapolis","MN","55407",32788,"English"
"1619","Parent/Guardian of Bryce Swenson","Bryce","Swenson","9255 Logan Ave S","","Minneapolis","MN","55419",32818,"English"
"1620","Farrell Bower","Aman","Bower","5262 Newton Ave S","","Minneapolis","MN","55419",32826,"Spanish"
"1621","John Freyta","Katlyn","Freyta","3813 Stevens Ave","2","Minneapolis","MN","55409",32848,"English"
"1622","Ryan Delandsheer","Taylor","Delandsheer","3525 Pleasant Ave","105","Minneapolis","MN","55408",32866,"English"
"1623","Araceli Liggins","Freddy","Liggins","8628 3rd Ave S","B","Minneapolis","MN","55404",32884,"English"
"1624","Aleya Carter","Connor","Carter","3631 45th Ave S","","Minneapolis","MN","55406",32893,"Spanish"
"1625","Parent/Guardian of Jong Kumar","Jong","Kumar","8544 Lowry Ave N","","Minneapolis","MN","55411",32912,"English"
"1626","Gregory Tahlo","Daniel","Tahlo","6123 Bryant Ave N","","Minneapolis","MN","55411",32921,"Spanish"
"1627","Parent/Guardian of Danessa Jackson","Danessa","Jackson","2214 Logan Ave S","","Minneapolis","MN","55419",32949,"English"
"1628","Parent/Guardian of Sydney Parker","Sydney","Parker","674 Gertrude Brown Pl","","Minneapolis","MN","55411",32956,"Spanish"
"1629","Luz Zamora","Marlena","Zamora","1987 Newton Ave S","","Minneapolis","MN","55419",32958,"English"
"1630","Parent/Guardian of Sebastien Stephens","Sebastien","Stephens","1004 Emerson Ave S","104","Minneapolis","MN","55108",32986,"English"
"1631","Parent/Guardian of Mitchell Brownrigg","Mitchell","Brownrigg","3276 6th St S","D611","Minneapolis","MN","55454",32990,"English"
"1632","Richard Case","Austin","Case","7412 Pleasant Ave","","Minneapolis","MN","55419",33010,"Somali"
"1633","Jared Brown","Brandon","Brown","9814 1st Ave S","","Minneapolis","MN","55409",33021,"English"
"1634","Onjarrae & Kalli Johnson","Dion","Johnson","4448 White Pine Way","","Stillwater","MN","55082",33047,"English"
"1635","Amanda Hildreth","Christopher","Hildreth","5352 45th Ave S","","Minneapolis","MN","55406",33052,"English"
"1636","Parent/Guardian of Jessica Wright","Jessica","Wright","5859 45th Ave South","","Minneapolis","MN","55406",33065,"English"
"1637","Yobani & Vanessa Lattimer","Matia","Lattimer","4182 Charles Ave","","Saint Paul","MN","55103",33075,"Spanish"
"1638","Elizabeth Juan","Raj","Juan","5953 9th Ave S","504","Minneapolis","MN","55415",33083,"English"
"1639","Parent/Guardian of Cailin Bradford","Cailin","Bradford","574 Humboldt Ave North","","Minneapolis","MN","55412",33103,"English"
"1640","Shayla & Kristine McWade","Rajon","McWade","8839 Garfield Ave S","108","Minneapolis","MN","55405",33111,"English"
"1641","Kenedrick & Karl Crowley","Jasmine","Crowley","3272 Blaisdell Ave","","Minneapolis","MN","55408",33115,"English"
"1642","Giovanni Kumar","Alvin","Kumar","6659 Penn Ave S","","Minneapolis","MN","55419",33141,"English"
"1643","Jaenelle Bussey","Sydney","Bussey","274 Clinton Ave","","Minneapolis","MN","55408",33164,"English"
"1644","Anna Cruz","Martin","Cruz","4533 17th Ave S","","Minneapolis","MN","55417",33168,"English"
"1645","Rayshawn Torrez","Andrew","Torrez","6696 Fremont Ave S","","Minneapolis","MN","55403",33218,"English"
"1646","Douglas Rivera","Victoria","Rivera","9784 27th Ave S","","Minneapolis","MN","55406",33259,"English"
"1647","Alyssa Locken","Irfan","Locken","8071 Camden Ave N","","Minneapolis","MN","55430",33272,"English"
"1648","Alexandria Whisenhunt","Gracelline","Whisenhunt","7269 Washburn Ave S","","Minneapolis","MN","55410",33296,"English"
"1649","Parent/Guardian of Gabriel Lizer","Gabriel","Lizer","9344 Oliver Ave N","","Minneapolis","MN","55412",33342,"English"
"1650","Schiara Mescher","Wyatt","Mescher","6736 38th St W","","Minneapolis","MN","55410",33375,"Spanish"
"1651","Amir Santiago","Cody","Santiago","2529 Oakland Ave S","","Minneapolis","MN","55407",33377,"English"
"1652","Parent/Guardian of Matthew Hall","Matthew","Hall","40 18th Ave S","1","Minneapolis","MN","55404",33382,"English"
"1653","Alexus Castro","Brody","Castro","4533 53rd St E","","Minneapolis","MN","55417",33427,"Spanish"
"1654","Remy Ambriz","Noah","Ambriz","7440 Pillsbury Ave","104","Minneapolis","MN","55404",33444,"English"
"1655","Parent/Guardian of Ariel Dores","Ariel","Dores","6376 18th Ave South","","Minneapolis","MN","55407",33456,"English"
"1656","Brandon Tran","Nadia","Tran","260 Colfax Ave S","","Minneapolis","MN","55419",33483,"English"
"1657","Parent/Guardian of Chance Hyatt","Chance","Hyatt","5566 Park Ave","103","Minneapolis","MN","55404",33503,"English"
"1658","Parent/Guardian of Elijah Canty","Elijah","Canty","713 Xerxes Ave S","","Minneapolis","MN","55410",33514,"English"
"1659","Nicholas Braker","Chloe","Braker","5837 Upton Ave South","","Minneapolis","MN","55410",33528,"English"
"1660","Talon Wilson","Franchi","Wilson","4994 Sheridan Ave S","","Minneapolis","MN","55423",33552,"English"
"1661","Marina Tran","Colleen","Tran","155 17th Ave S","","Minneapolis","MN","55407",33553,"English"
"1662","Parent/Guardian of Kristen Brandt","Kristen","Brandt","5235 15th Ave S","","Minneapolis","MN","55404",33559,"English"
"1663","Parent/Guardian of Brandon Shelton","Brandon","Shelton","1339 40th Ave S","","Minneapolis","MN","55406",33618,"English"
"1664","Enzo Lorah","Amber","Lorah","2095 Pleasant Ave","510","Minneapolis","MN","55408",33626,"English"
"1665","Ysabel Nguyen","Dante Alessandr","Nguyen","9794 Portland Ave","","Minneapolis","MN","55407",33628,"English"
"1666","Maria & Jimmy Jones","Justin","Jones","8663 Oliver Ave N","","Minneapolis","MN","55411",33632,"English"
